Algorithm,Width,Height,Threads,Seed,FillPercent,Run,TimeMs
OMP_Rows,500,500,16,42,0.40,13,105.245000
OMP_Rows,500,500,16,42,0.40,14,104.632000
OMP_Rows,500,500,16,42,0.40,15,108.006000
OMP_Rows,500,500,16,42,0.40,16,107.352000
OMP_Rows,500,500,16,42,0.40,17,112.822000
OMP_Rows,500,500,16,42,0.40,18,107.051000
OMP_Rows,500,500,16,42,0.40,19,104.507000
OMP_Rows,500,500,16,42,0.40,20,103.745000
OMP_Rows,500,500,16,42,0.40,21,101.247000
OMP_Rows,500,500,16,42,0.40,22,108.636000
OMP_Rows,500,500,16,42,0.40,23,100.970000
OMP_Rows,500,500,16,42,0.40,24,100.640000
OMP_Rows,500,500,16,42,0.40,AVG,104.756174
OMP_Rows,500,500,20,42,0.40,0,128.983000
OMP_Rows,500,500,20,42,0.40,1,126.829000
OMP_Rows,500,500,20,42,0.40,2,126.021000
OMP_Rows,500,500,20,42,0.40,3,128.433000
OMP_Rows,500,500,20,42,0.40,4,127.045000
OMP_Rows,500,500,20,42,0.40,5,132.424000
OMP_Rows,500,500,20,42,0.40,6,128.332000
OMP_Rows,500,500,20,42,0.40,7,130.341000
OMP_Rows,500,500,20,42,0.40,8,133.938000
OMP_Rows,500,500,20,42,0.40,9,130.929000
OMP_Rows,500,500,20,42,0.40,10,135.944000
OMP_Rows,500,500,20,42,0.40,11,129.353000
